customer_id,first_name,last_name,email,phone_number,account_status,kyc_verified,account_created_at,primary_location_id
CUST-0a806464,First4467,Last4467,user4467@example.com,555-3539123,Active,true,2025-03-03 20:10:09,LOC-ad51ecf9
CUST-723e5863,First4468,Last4468,user4468@example.com,555-7469103,Active,true,2025-01-20 18:53:41,LOC-80e448ed
CUST-a35863c6,First4469,Last4469,user4469@example.com,555-8093094,Suspended,true,2025-07-10 12:05:38,LOC-640c9ec3
CUST-e86cfe39,First4470,Last4470,user4470@example.com,555-6121219,Active,true,2025-01-09 05:49:39,LOC-9a1c4409
CUST-912c121b,First4471,Last4471,user4471@example.com,555-6203293,Active,true,2025-01-30 13:19:34,LOC-297d19d3
CUST-16f0a3f3,First4472,Last4472,user4472@example.com,555-2264419,Active,true,2025-06-14 21:07:19,LOC-bce28929
CUST-fe4d6224,First4473,Last4473,user4473@example.com,555-9625509,Active,true,2025-06-16 05:09:55,LOC-5c2409f4
CUST-2a61e107,First4474,Last4474,user4474@example.com,555-5337107,Active,true,2025-01-25 09:07:43,LOC-bfaf2f3c
CUST-58232b64,First4475,Last4475,user4475@example.com,555-9058776,Active,true,2025-04-25 15:00:21,LOC-d6abec44
CUST-90ffa752,First4476,Last4476,user4476@example.com,555-8583640,Active,true,2025-03-17 06:02:30,LOC-8028faad
CUST-3bec8e03,First4477,Last4477,user4477@example.com,555-1709979,Active,true,2025-05-27 03:39:09,LOC-81c3ea2a
CUST-4b2c5efc,First4478,Last4478,user4478@example.com,555-5058350,Active,true,2025-01-17 18:18:07,LOC-1889705a
CUST-4ba5aa78,First4479,Last4479,user4479@example.com,555-5550475,Active,true,2025-06-24 22:44:44,LOC-2412bbb6
CUST-bcdd8dc9,First4480,Last4480,user4480@example.com,555-6790580,Suspended,true,2025-04-18 07:57:39,LOC-ecf14f31
CUST-f328141e,First4481,Last4481,user4481@example.com,555-1044856,Active,true,2025-05-13 14:03:54,LOC-a0fa69ea
CUST-461727ad,First4482,Last4482,user4482@example.com,555-7858052,Active,true,2025-01-13 14:46:16,LOC-50417cab
CUST-6953fc36,First4483,Last4483,user4483@example.com,555-4692234,Active,false,2025-04-01 17:53:47,LOC-aea00c1d
CUST-7241a256,First4484,Last4484,user4484@example.com,555-9820311,Active,true,2025-01-29 23:46:58,LOC-4eb61ea4
CUST-20fe454c,First4485,Last4485,user4485@example.com,555-3253211,Active,false,2025-03-08 11:17:57,LOC-7f4dc2ef
CUST-977d26d4,First4486,Last4486,user4486@example.com,555-3532809,Active,true,2025-05-15 00:53:06,LOC-4681251d
CUST-9b8d8a00,First4487,Last4487,user4487@example.com,555-1669964,Active,true,2025-06-03 03:50:40,LOC-4b33de50
CUST-79c8a077,First4488,Last4488,user4488@example.com,555-3327233,Active,true,2025-07-01 15:37:38,LOC-2a124ee3
CUST-951a268e,First4489,Last4489,user4489@example.com,555-2771506,Active,true,2025-02-17 14:04:21,LOC-040cbf83
CUST-c0ce39df,First4490,Last4490,user4490@example.com,555-2520699,Active,false,2025-02-21 18:03:29,LOC-06a0367b
CUST-9d6ae16c,First4491,Last4491,user4491@example.com,555-8289465,Active,true,2025-02-16 14:27:17,LOC-25e066ea
CUST-e27a5c8b,First4492,Last4492,user4492@example.com,555-7103239,Active,true,2025-05-19 00:15:12,LOC-48b6b2bf
CUST-f8ee53f2,First4493,Last4493,user4493@example.com,555-2139205,Active,true,2025-01-26 03:34:56,LOC-1c5a8543
CUST-85f30456,First4494,Last4494,user4494@example.com,555-5018682,Active,false,2025-06-10 12:35:18,LOC-2f7105eb
CUST-a54f1c48,First4495,Last4495,user4495@example.com,555-5825234,Active,true,2025-01-14 06:39:34,LOC-e5a39dc4
CUST-8a71eebe,First4496,Last4496,user4496@example.com,555-9955650,Active,true,2025-05-14 23:20:58,LOC-5af6ff26
CUST-ab4f52f7,First4497,Last4497,user4497@example.com,555-9089132,Active,true,2025-05-02 11:42:41,LOC-463dffae
CUST-026258e8,First4498,Last4498,user4498@example.com,555-4698784,Active,true,2025-06-09 10:11:31,LOC-30d83bdf
CUST-cac551c4,First4499,Last4499,user4499@example.com,555-2553479,Active,true,2025-01-25 02:00:05,LOC-e67b0500
CUST-b44f2bee,First4500,Last4500,user4500@example.com,555-2542013,Active,true,2025-05-14 16:22:07,LOC-36a0330b
CUST-33c41263,First4501,Last4501,user4501@example.com,555-4510044,Active,true,2025-03-11 01:42:14,LOC-ce4a4296
CUST-3f2b1e83,First4502,Last4502,user4502@example.com,555-5479649,Active,true,2025-05-03 21:23:20,LOC-a03b7877
CUST-c6b606f2,First4503,Last4503,user4503@example.com,555-5871968,Active,true,2025-01-25 03:12:33,LOC-808f3335
CUST-5adca9c0,First4504,Last4504,user4504@example.com,555-6142057,Active,true,2025-04-26 05:40:24,LOC-23247fba
CUST-e37ef412,First4505,Last4505,user4505@example.com,555-8154824,Active,true,2025-07-15 19:08:36,LOC-05be9a5b
CUST-4bd0d402,First4506,Last4506,user4506@example.com,555-8317432,Active,true,2025-07-08 13:54:16,LOC-5be8f3dc
CUST-63f52269,First4507,Last4507,user4507@example.com,555-9149203,Active,true,2025-06-01 11:35:10,LOC-b32f3530
CUST-0664f057,First4508,Last4508,user4508@example.com,555-5870591,Active,true,2025-06-13 16:27:15,LOC-b003f588
CUST-f74afd5f,First4509,Last4509,user4509@example.com,555-8404924,Active,true,2025-04-19 08:23:56,LOC-a1dbe6d1
CUST-491b20a5,First4510,Last4510,user4510@example.com,555-1457734,Active,true,2025-05-31 00:57:28,LOC-68388744
CUST-10877a2b,First4511,Last4511,user4511@example.com,555-3741237,Active,false,2025-02-26 19:10:53,LOC-70e89506
CUST-b9b6e7d8,First4512,Last4512,user4512@example.com,555-8636969,Active,true,2025-03-13 21:55:22,LOC-340731a7
CUST-50dc7b46,First4513,Last4513,user4513@example.com,555-4591065,Active,true,2025-01-03 13:40:47,LOC-83279d75
CUST-a5d32981,First4514,Last4514,user4514@example.com,555-6004774,Active,true,2025-02-05 20:06:47,LOC-85d141c0
CUST-7d40a656,First4515,Last4515,user4515@example.com,555-9704556,Active,true,2025-02-02 17:02:14,LOC-76499b39
CUST-d40edc83,First4516,Last4516,user4516@example.com,555-4934478,Active,false,2025-01-09 03:01:16,LOC-75600a45
CUST-aa6c8c28,First4517,Last4517,user4517@example.com,555-1073355,Active,true,2025-02-09 13:30:32,LOC-8cb669d9
CUST-cb81f688,First4518,Last4518,user4518@example.com,555-4500343,Active,true,2025-01-11 08:10:16,LOC-1889705a
CUST-046f39b5,First4519,Last4519,user4519@example.com,555-6028479,Active,true,2025-03-31 13:01:59,LOC-06a0367b
CUST-c8f0faf8,First4520,Last4520,user4520@example.com,555-8614677,Active,true,2025-06-11 18:57:52,LOC-5e0c8aac
CUST-711c09f5,First4521,Last4521,user4521@example.com,555-6537234,Active,true,2025-02-23 01:12:54,LOC-3a1e0a08
CUST-1bb98330,First4522,Last4522,user4522@example.com,555-1117187,Active,true,2025-05-19 19:47:58,LOC-f3ff77e2
CUST-c0508d1c,First4523,Last4523,user4523@example.com,555-7091893,Active,true,2025-05-18 14:43:30,LOC-81c3ea2a
CUST-c46dc5d6,First4524,Last4524,user4524@example.com,555-7582733,Active,true,2025-05-13 01:28:17,LOC-d3c940dc
CUST-52d8a75e,First4525,Last4525,user4525@example.com,555-8813608,Active,true,2025-05-29 07:36:44,LOC-96a63f7a
CUST-3754810f,First4526,Last4526,user4526@example.com,555-9459576,Active,true,2025-02-11 12:56:03,LOC-5ff48cb1
CUST-1b1802ea,First4527,Last4527,user4527@example.com,555-7752665,Active,true,2025-04-26 03:33:27,LOC-331e2d8c
CUST-d293e998,First4528,Last4528,user4528@example.com,555-1647077,Active,true,2025-03-30 18:05:50,LOC-b1b93835
CUST-37b1186a,First4529,Last4529,user4529@example.com,555-8465545,Active,true,2025-05-28 08:02:54,LOC-14dddf13
CUST-321f24ef,First4530,Last4530,user4530@example.com,555-5450035,Active,true,2025-03-16 19:23:20,LOC-325fe4ad
CUST-0b34df21,First4531,Last4531,user4531@example.com,555-7585574,Active,true,2025-06-18 22:42:24,LOC-2ef942d8
CUST-b23689b1,First4532,Last4532,user4532@example.com,555-3609845,Active,true,2025-07-10 05:00:11,LOC-abbebdf1
CUST-4ee8f401,First4533,Last4533,user4533@example.com,555-2571378,Suspended,false,2025-01-10 10:00:51,LOC-1ddc9633
CUST-3a56dc62,First4534,Last4534,user4534@example.com,555-2843731,Active,true,2025-05-05 21:34:30,LOC-76fa44a8
CUST-b507dd4b,First4535,Last4535,user4535@example.com,555-5558896,Suspended,true,2025-04-21 19:18:42,LOC-9f88ce57
CUST-481c9b50,First4536,Last4536,user4536@example.com,555-3156640,Active,true,2025-01-06 18:55:01,LOC-a502c4c1
CUST-01d5ee16,First4537,Last4537,user4537@example.com,555-9317202,Active,true,2025-03-27 23:17:02,LOC-dc1beea9
CUST-90460e80,First4538,Last4538,user4538@example.com,555-2525880,Active,true,2025-05-30 10:53:03,LOC-89d0e89c
CUST-9503530f,First4539,Last4539,user4539@example.com,555-7969572,Active,true,2025-03-26 18:23:16,LOC-1e76e3a8
CUST-a6395813,First4540,Last4540,user4540@example.com,555-6756267,Active,true,2025-03-31 14:31:33,LOC-e75593ae
CUST-e135d7ed,First4541,Last4541,user4541@example.com,555-4223057,Active,true,2025-06-08 10:23:16,LOC-a502c4c1
CUST-fc9b7007,First4542,Last4542,user4542@example.com,555-4641956,Suspended,true,2025-02-03 11:27:04,LOC-13e831ae
CUST-5bf4ae62,First4543,Last4543,user4543@example.com,555-6767955,Active,true,2025-02-19 16:13:37,LOC-00c457cf
CUST-015fc34c,First4544,Last4544,user4544@example.com,555-5010032,Active,false,2025-01-04 09:03:41,LOC-55bc30d0
CUST-ca3048ec,First4545,Last4545,user4545@example.com,555-7231092,Active,true,2025-05-22 12:10:47,LOC-640c9ec3
CUST-674b509b,First4546,Last4546,user4546@example.com,555-1431821,Active,true,2025-03-04 05:40:18,LOC-267acacb
CUST-0f1b5112,First4547,Last4547,user4547@example.com,555-4742909,Active,false,2025-03-17 04:25:58,LOC-1b753479
CUST-6ed40571,First4548,Last4548,user4548@example.com,555-6323148,Active,true,2025-03-28 07:48:56,LOC-e3e9220a
CUST-67e4c502,First4549,Last4549,user4549@example.com,555-5745559,Active,true,2025-05-01 16:19:48,LOC-f7ca7da4
CUST-ea14f399,First4550,Last4550,user4550@example.com,555-4284043,Active,true,2025-07-02 09:53:31,LOC-48b078d5
CUST-b2a37572,First4551,Last4551,user4551@example.com,555-2100167,Active,true,2025-01-11 20:59:48,LOC-65ba11ef
CUST-b3644af5,First4552,Last4552,user4552@example.com,555-7532911,Active,true,2025-05-22 13:31:09,LOC-24be9348
CUST-bff0a4bc,First4553,Last4553,user4553@example.com,555-1140923,Active,true,2025-07-09 12:26:25,LOC-cac395fa
CUST-5c5f8725,First4554,Last4554,user4554@example.com,555-5967191,Active,true,2025-05-27 05:20:05,LOC-1d353698
CUST-17d5e8ab,First4555,Last4555,user4555@example.com,555-4326650,Active,false,2025-05-05 21:24:28,LOC-c6e4f0f1
CUST-3ddf49b8,First4556,Last4556,user4556@example.com,555-1774126,Active,true,2025-07-18 18:15:18,LOC-9b286f1f
CUST-3dc24e62,First4557,Last4557,user4557@example.com,555-9667202,Active,true,2025-01-23 06:00:08,LOC-8d5c297e
CUST-f7cf4bc7,First4558,Last4558,user4558@example.com,555-6243244,Active,true,2025-05-31 05:24:35,LOC-dbd4c7e1
CUST-462dfa89,First4559,Last4559,user4559@example.com,555-9805242,Suspended,false,2025-04-19 14:29:35,LOC-fb1bb053
CUST-ba7c6e6f,First4560,Last4560,user4560@example.com,555-1922603,Closed,true,2025-07-05 11:55:30,LOC-dad51a2f
CUST-72a35616,First4561,Last4561,user4561@example.com,555-7518767,Active,false,2025-05-08 16:56:09,LOC-8c3f7350
CUST-760e047b,First4562,Last4562,user4562@example.com,555-6283547,Active,true,2025-05-16 20:31:35,LOC-3aeadf56
CUST-2e79f3de,First4563,Last4563,user4563@example.com,555-6008575,Active,true,2025-01-16 02:09:23,LOC-72f6cad0
CUST-0e632a83,First4564,Last4564,user4564@example.com,555-7906905,Active,true,2025-02-20 02:47:06,LOC-9e788122
CUST-6076b6b1,First4565,Last4565,user4565@example.com,555-6363026,Active,true,2025-01-27 18:46:04,LOC-43f6e045
CUST-8216cc58,First4566,Last4566,user4566@example.com,555-8615478,Active,true,2025-06-08 07:51:33,LOC-0eee83bb
CUST-22da4ae5,First4567,Last4567,user4567@example.com,555-9419720,Active,true,2025-04-29 11:09:58,LOC-4de0e202
CUST-d152f293,First4568,Last4568,user4568@example.com,555-1226403,Active,true,2025-05-25 00:52:36,LOC-a03b7877
CUST-66fadd66,First4569,Last4569,user4569@example.com,555-1497013,Active,true,2025-03-28 18:41:36,LOC-62993d57
CUST-797d0fc3,First4570,Last4570,user4570@example.com,555-6927209,Active,true,2025-04-07 19:30:48,LOC-04c1cddc
CUST-97ea2c1a,First4571,Last4571,user4571@example.com,555-8822667,Active,true,2025-07-13 10:39:35,LOC-17eeb3af
CUST-530f4fe6,First4572,Last4572,user4572@example.com,555-6425286,Active,true,2025-02-08 16:35:06,LOC-7d41c3d7
CUST-f5f921df,First4573,Last4573,user4573@example.com,555-5993839,Closed,true,2025-03-03 00:59:32,LOC-16159358
CUST-0245ba53,First4574,Last4574,user4574@example.com,555-4377708,Active,false,2025-04-01 18:58:42,LOC-ca6a8499
CUST-61d05667,First4575,Last4575,user4575@example.com,555-3863533,Active,true,2025-04-01 18:51:47,LOC-2be31b6d
CUST-a5e33be4,First4576,Last4576,user4576@example.com,555-5264397,Active,true,2025-04-24 05:26:43,LOC-4768c96c
CUST-625762d5,First4577,Last4577,user4577@example.com,555-9463697,Active,true,2025-07-01 08:08:49,LOC-0f169bce
CUST-98eba0f5,First4578,Last4578,user4578@example.com,555-5123125,Suspended,true,2025-05-26 13:42:03,LOC-e595f120
CUST-d5deeb05,First4579,Last4579,user4579@example.com,555-7951327,Active,true,2025-06-28 19:59:29,LOC-829e57d8
CUST-5890fca3,First4580,Last4580,user4580@example.com,555-8126073,Active,true,2025-04-15 19:37:26,LOC-ec2cf68a
CUST-cf825662,First4581,Last4581,user4581@example.com,555-2820331,Active,true,2025-03-29 20:26:38,LOC-52ae7aa1
CUST-90764e31,First4582,Last4582,user4582@example.com,555-5934085,Active,true,2025-04-15 11:21:35,LOC-98fb1e67
CUST-96025a0c,First4583,Last4583,user4583@example.com,555-7527904,Active,false,2025-05-15 17:22:59,LOC-dc9d0bd1
CUST-24bccf53,First4584,Last4584,user4584@example.com,555-3956789,Active,true,2025-03-03 03:27:41,LOC-1adb49bb
CUST-9866ef8d,First4585,Last4585,user4585@example.com,555-3450283,Active,true,2025-05-18 02:28:52,LOC-a303ad4b
CUST-08c0051a,First4586,Last4586,user4586@example.com,555-3987917,Active,true,2025-06-11 14:33:02,LOC-7ff2900d
CUST-fc1ac85b,First4587,Last4587,user4587@example.com,555-3569204,Suspended,false,2025-03-20 03:54:00,LOC-f7999768
CUST-161bc415,First4588,Last4588,user4588@example.com,555-7980571,Active,true,2025-05-06 19:40:18,LOC-7a7836d5
CUST-7bfc69e2,First4589,Last4589,user4589@example.com,555-2851749,Suspended,true,2025-06-05 19:55:29,LOC-11b63f8c
CUST-683cca6d,First4590,Last4590,user4590@example.com,555-9170377,Suspended,true,2025-07-05 13:16:05,LOC-13e831ae
CUST-cfdac8b1,First4591,Last4591,user4591@example.com,555-2189210,Suspended,true,2025-04-07 15:38:15,LOC-c4d5e7c9
CUST-a978f2d9,First4592,Last4592,user4592@example.com,555-7763578,Suspended,false,2025-01-05 21:31:34,LOC-c82be980
CUST-4adac0f4,First4593,Last4593,user4593@example.com,555-1922754,Active,true,2025-02-15 04:42:18,LOC-f0354766
CUST-f46c3e73,First4594,Last4594,user4594@example.com,555-7433141,Active,false,2025-06-23 20:14:03,LOC-d2b0ba1d
CUST-be7eeea2,First4595,Last4595,user4595@example.com,555-8482431,Suspended,true,2025-03-31 17:43:44,LOC-f2f46e18
CUST-d045d758,First4596,Last4596,user4596@example.com,555-2287219,Active,true,2025-07-05 04:02:56,LOC-014d957f
CUST-b126a2b3,First4597,Last4597,user4597@example.com,555-5653789,Suspended,true,2025-05-13 00:39:13,LOC-a0fa69ea
CUST-1e6c26a2,First4598,Last4598,user4598@example.com,555-3975213,Active,false,2025-06-23 23:13:13,LOC-1e76e3a8
CUST-b14e1f28,First4599,Last4599,user4599@example.com,555-3307610,Active,true,2025-04-01 10:09:06,LOC-016dd350
CUST-875f27e5,First4600,Last4600,user4600@example.com,555-8795114,Active,true,2025-04-06 13:19:39,LOC-84e7072a
CUST-0440e84a,First4601,Last4601,user4601@example.com,555-8888145,Active,true,2025-02-08 07:35:11,LOC-88dfd0ae
CUST-b9c02a7d,First4602,Last4602,user4602@example.com,555-1357799,Active,false,2025-07-15 20:42:41,LOC-28c4d699
CUST-98806ccc,First4603,Last4603,user4603@example.com,555-4574423,Active,true,2025-03-12 20:13:50,LOC-65756e19
CUST-1a39ed32,First4604,Last4604,user4604@example.com,555-5966525,Active,true,2025-05-13 21:24:37,LOC-d205d707
CUST-a3d2a23d,First4605,Last4605,user4605@example.com,555-3478109,Active,false,2025-02-13 17:09:41,LOC-8876cdff
CUST-e543a19c,First4606,Last4606,user4606@example.com,555-3933136,Active,true,2025-03-23 06:41:51,LOC-ab7f1bbd
CUST-e5a9e929,First4607,Last4607,user4607@example.com,555-9850707,Active,true,2025-05-07 03:50:20,LOC-6134232d
CUST-fef6bf4f,First4608,Last4608,user4608@example.com,555-8841524,Active,true,2025-06-04 22:15:14,LOC-0f49977c
CUST-ab647b3b,First4609,Last4609,user4609@example.com,555-2947131,Active,true,2025-05-03 12:02:18,LOC-e85fac93
CUST-234f4d7b,First4610,Last4610,user4610@example.com,555-8145261,Active,true,2025-07-17 17:56:26,LOC-83296d19
CUST-6190c6c5,First4611,Last4611,user4611@example.com,555-3366264,Active,true,2025-01-14 06:16:25,LOC-1ac9c5b9
CUST-ac9fb571,First4612,Last4612,user4612@example.com,555-1227105,Active,false,2025-05-03 10:15:29,LOC-5ec1c3cf
CUST-8fa57237,First4613,Last4613,user4613@example.com,555-1939329,Active,true,2025-06-12 11:41:11,LOC-e967318f
CUST-ccdc98f2,First4614,Last4614,user4614@example.com,555-9245838,Active,true,2025-03-10 03:15:39,LOC-7a7836d5
CUST-095c0220,First4615,Last4615,user4615@example.com,555-5737696,Active,true,2025-01-17 10:15:22,LOC-01c42c6f
CUST-4ce6b89a,First4616,Last4616,user4616@example.com,555-6130393,Active,true,2025-05-03 16:40:24,LOC-34ae71bf
CUST-a4146ea3,First4617,Last4617,user4617@example.com,555-4067052,Active,false,2025-03-27 13:08:33,LOC-4ffaff92
CUST-305ca8db,First4618,Last4618,user4618@example.com,555-8372176,Active,true,2025-03-30 13:25:22,LOC-01a5f076
CUST-a34802ce,First4619,Last4619,user4619@example.com,555-8853398,Active,true,2025-05-15 13:13:09,LOC-cbdcfce7
CUST-6fa152b3,First4620,Last4620,user4620@example.com,555-9624843,Active,true,2025-01-15 09:07:42,LOC-3f7a4d9d
CUST-73952827,First4621,Last4621,user4621@example.com,555-1346821,Suspended,true,2025-05-21 23:35:46,LOC-2be31b6d
CUST-12df4dc9,First4622,Last4622,user4622@example.com,555-1809013,Active,true,2025-03-05 22:46:31,LOC-48055545
CUST-3ec6afb5,First4623,Last4623,user4623@example.com,555-9507301,Active,true,2025-05-17 13:58:35,LOC-9c1e63c7
CUST-bf3b45f3,First4624,Last4624,user4624@example.com,555-6622619,Suspended,true,2025-07-01 12:10:32,LOC-32d44bfa
CUST-b09cbe6a,First4625,Last4625,user4625@example.com,555-2628623,Active,true,2025-06-17 18:17:15,LOC-082875ee
CUST-9f870397,First4626,Last4626,user4626@example.com,555-7761508,Active,true,2025-05-13 21:38:59,LOC-05ae6204
CUST-05dc3b6a,First4627,Last4627,user4627@example.com,555-5858183,Active,true,2025-03-14 11:24:47,LOC-2d4a4fa0
CUST-5a9d2295,First4628,Last4628,user4628@example.com,555-2892222,Active,true,2025-02-09 07:15:18,LOC-fa4b51ec
CUST-39aa52d0,First4629,Last4629,user4629@example.com,555-2261208,Suspended,true,2025-04-28 20:43:47,LOC-a03b7877
CUST-be5fff38,First4630,Last4630,user4630@example.com,555-4421698,Active,true,2025-04-22 16:07:57,LOC-1889705a
CUST-c1c05669,First4631,Last4631,user4631@example.com,555-9447930,Active,true,2025-01-15 06:15:57,LOC-0cfa58b3
CUST-347f7c64,First4632,Last4632,user4632@example.com,555-4971882,Suspended,true,2025-04-14 02:47:23,LOC-0c059606
CUST-d6f7eba1,First4633,Last4633,user4633@example.com,555-2948424,Active,true,2025-06-07 05:25:50,LOC-23ad3054
CUST-511efdee,First4634,Last4634,user4634@example.com,555-7429377,Active,true,2025-03-12 04:27:19,LOC-6117bc8c
CUST-2f62ef95,First4635,Last4635,user4635@example.com,555-9955868,Active,true,2025-05-28 10:59:55,LOC-8caa170e
CUST-9b0f16db,First4636,Last4636,user4636@example.com,555-2896025,Active,true,2025-01-05 10:59:27,LOC-c9a380de
CUST-7f7067c4,First4637,Last4637,user4637@example.com,555-4996630,Active,true,2025-03-24 21:01:55,LOC-88dfd0ae
CUST-fe5d044a,First4638,Last4638,user4638@example.com,555-2672164,Active,true,2025-01-05 16:46:02,LOC-4eb95855
CUST-254aa0e3,First4639,Last4639,user4639@example.com,555-4146786,Active,true,2025-06-02 12:58:06,LOC-b5c9d2d0
CUST-f66e3461,First4640,Last4640,user4640@example.com,555-6200837,Suspended,true,2025-06-06 10:57:58,LOC-8d5c297e
CUST-40469c98,First4641,Last4641,user4641@example.com,555-3824748,Active,true,2025-04-23 19:51:57,LOC-4c3ac5c1
CUST-6da8b110,First4642,Last4642,user4642@example.com,555-4963365,Active,true,2025-04-14 22:42:06,LOC-d8c488b1
CUST-16da5678,First4643,Last4643,user4643@example.com,555-9952186,Active,true,2025-02-25 00:32:38,LOC-dbd4c7e1
CUST-cfdd6b2a,First4644,Last4644,user4644@example.com,555-4430662,Active,true,2025-01-21 18:46:57,LOC-c09f6e76
CUST-eaef3812,First4645,Last4645,user4645@example.com,555-9078553,Suspended,false,2025-06-17 17:25:32,LOC-70047f67
CUST-dffdde6c,First4646,Last4646,user4646@example.com,555-4042505,Active,true,2025-04-17 06:33:37,LOC-a159da24
CUST-5df7232c,First4647,Last4647,user4647@example.com,555-6994764,Active,true,2025-04-14 19:32:40,LOC-7ff2900d
CUST-dbc263c6,First4648,Last4648,user4648@example.com,555-8916328,Active,true,2025-04-15 05:32:58,LOC-a1dbe6d1
CUST-e86b16bb,First4649,Last4649,user4649@example.com,555-5761648,Active,true,2025-04-23 14:59:01,LOC-ee8a7dca
CUST-ae5f30f9,First4650,Last4650,user4650@example.com,555-2144712,Active,true,2025-03-15 17:41:58,LOC-a2b1997b
CUST-4d6decbe,First4651,Last4651,user4651@example.com,555-1119652,Active,true,2025-01-12 00:36:05,LOC-b5c9d2d0
CUST-9b530c54,First4652,Last4652,user4652@example.com,555-8129711,Active,true,2025-05-09 10:37:37,LOC-e0860362
CUST-4b99edcb,First4653,Last4653,user4653@example.com,555-2438435,Active,true,2025-06-30 03:30:58,LOC-99aaf806
CUST-0cff9864,First4654,Last4654,user4654@example.com,555-5443921,Active,true,2025-03-04 10:22:02,LOC-7fbd6c63
CUST-cc5aa056,First4655,Last4655,user4655@example.com,555-5553469,Active,true,2025-05-15 02:16:07,LOC-2fce260e
CUST-8fca9c4c,First4656,Last4656,user4656@example.com,555-2631962,Active,true,2025-04-26 01:15:53,LOC-dc8200af
CUST-3a9d3484,First4657,Last4657,user4657@example.com,555-7544666,Suspended,false,2025-06-10 16:48:03,LOC-9c1c13ed
CUST-f08a5608,First4658,Last4658,user4658@example.com,555-7755166,Active,true,2025-06-09 18:54:46,LOC-3eab1e70
CUST-7d59b1de,First4659,Last4659,user4659@example.com,555-3853766,Active,true,2025-01-06 22:56:58,LOC-10d6ddc3
CUST-370fa934,First4660,Last4660,user4660@example.com,555-5268334,Active,true,2025-03-02 07:06:00,LOC-a159da24
CUST-653dd4e6,First4661,Last4661,user4661@example.com,555-8133073,Active,true,2025-05-20 03:26:27,LOC-60628989
CUST-2c6c53c4,First4662,Last4662,user4662@example.com,555-2861277,Active,true,2025-01-19 08:29:22,LOC-ce4a4296
CUST-7aed35fd,First4663,Last4663,user4663@example.com,555-8307781,Active,false,2025-01-31 03:24:23,LOC-75600a45
CUST-ae6459ec,First4664,Last4664,user4664@example.com,555-1345666,Active,false,2025-06-16 09:18:20,LOC-7dd369e1
CUST-78cfb95b,First4665,Last4665,user4665@example.com,555-6073910,Active,true,2025-05-31 05:18:47,LOC-88159ccd
CUST-9b666eb5,First4666,Last4666,user4666@example.com,555-8298225,Suspended,true,2025-06-16 21:07:35,LOC-a6dd0fec
CUST-f867de8a,First4667,Last4667,user4667@example.com,555-3424309,Active,true,2025-06-10 22:01:23,LOC-921f301c
CUST-b01a361b,First4668,Last4668,user4668@example.com,555-6461873,Active,true,2025-04-11 22:50:39,LOC-88dfd0ae
CUST-c8fd7014,First4669,Last4669,user4669@example.com,555-5719123,Suspended,true,2025-06-14 17:19:18,LOC-13c290d5
CUST-bec8227a,First4670,Last4670,user4670@example.com,555-7083767,Active,true,2025-07-15 15:39:33,LOC-90bfa0f5
CUST-3ea246cd,First4671,Last4671,user4671@example.com,555-7549127,Suspended,true,2025-05-18 03:50:59,LOC-3f3a478f
CUST-79f3fe44,First4672,Last4672,user4672@example.com,555-1727840,Active,true,2025-02-07 22:43:18,LOC-c56d5a22
CUST-4959cf58,First4673,Last4673,user4673@example.com,555-7417487,Active,true,2025-04-09 07:26:34,LOC-0d930599
CUST-0e29f3f3,First4674,Last4674,user4674@example.com,555-7071701,Active,true,2025-02-09 11:17:18,LOC-936e7f62
CUST-017cc318,First4675,Last4675,user4675@example.com,555-3018960,Active,true,2025-03-11 08:52:13,LOC-411bd343
CUST-15c0e736,First4676,Last4676,user4676@example.com,555-2552801,Active,false,2025-01-20 11:49:17,LOC-ddb5db61
CUST-875d4373,First4677,Last4677,user4677@example.com,555-1441142,Active,true,2025-06-28 23:40:56,LOC-01ed82bc
CUST-116ebf67,First4678,Last4678,user4678@example.com,555-2083427,Active,true,2025-03-19 01:43:53,LOC-44ef0afe
CUST-c25fabcb,First4679,Last4679,user4679@example.com,555-8084513,Active,false,2025-06-18 21:22:18,LOC-3e547c5d
CUST-03f820a3,First4680,Last4680,user4680@example.com,555-8545233,Active,true,2025-06-17 21:29:23,LOC-2526fd3f
CUST-e31e6ff4,First4681,Last4681,user4681@example.com,555-6655557,Suspended,true,2025-04-04 10:17:45,LOC-35f5ea92
CUST-9409830d,First4682,Last4682,user4682@example.com,555-8463197,Active,true,2025-04-22 14:08:19,LOC-6bf383a2
CUST-4754d9f5,First4683,Last4683,user4683@example.com,555-5137336,Active,true,2025-03-08 15:18:04,LOC-c0bbd395
CUST-dbb5ec2d,First4684,Last4684,user4684@example.com,555-2142968,Active,true,2025-06-19 23:37:53,LOC-ddb5db61
CUST-833b4463,First4685,Last4685,user4685@example.com,555-7603935,Active,false,2025-06-15 09:41:26,LOC-f446df22
CUST-25bfa810,First4686,Last4686,user4686@example.com,555-4570519,Active,false,2025-06-14 02:52:04,LOC-4627167d
CUST-e0068151,First4687,Last4687,user4687@example.com,555-2870992,Active,true,2025-06-01 07:23:48,LOC-e8d5c714
CUST-b14efe48,First4688,Last4688,user4688@example.com,555-7404873,Active,true,2025-05-22 15:53:09,LOC-8088a522
CUST-aecda51c,First4689,Last4689,user4689@example.com,555-9821947,Active,true,2025-04-08 00:51:30,LOC-04c1cddc
